INSERT INTO BES.Exams VALUES(1,'ExamsName-1','ExamsDescription-1');
INSERT INTO BES.Exams VALUES(5832,'ExamsName-5832','ExamsDescription-5832');
INSERT INTO BES.Exams VALUES(5833,'ExamsName-5833','ExamsDescription-5833');
INSERT INTO BES.Exams VALUES(5834,'ExamsName-5834','ExamsDescription-5834');
INSERT INTO BES.Exams VALUES(5835,'ExamsName-5835','ExamsDescription-5835');
INSERT INTO BES.Exams VALUES(5836,'ExamsName-5836','ExamsDescription-5836');
INSERT INTO BES.Exams VALUES(5837,'ExamsName-5837','ExamsDescription-5837');
INSERT INTO BES.Exams VALUES(5838,'ExamsName-5838','ExamsDescription-5838');
INSERT INTO BES.Exams VALUES(5839,'ExamsName-5839','ExamsDescription-5839');
INSERT INTO BES.Exams VALUES(5840,'ExamsName-5840','ExamsDescription-5840');
INSERT INTO BES.Exams VALUES(5841,'ExamsName-5841','ExamsDescription-5841');
INSERT INTO BES.Exams VALUES(5842,'ExamsName-5842','ExamsDescription-5842');
INSERT INTO BES.Exams VALUES(5843,'ExamsName-5843','ExamsDescription-5843');
INSERT INTO BES.Exams VALUES(5844,'ExamsName-5844','ExamsDescription-5844');
INSERT INTO BES.Exams VALUES(5845,'ExamsName-5845','ExamsDescription-5845');
INSERT INTO BES.Exams VALUES(5846,'ExamsName-5846','ExamsDescription-5846');
INSERT INTO BES.Exams VALUES(5847,'ExamsName-5847','ExamsDescription-5847');
INSERT INTO BES.Exams VALUES(5848,'ExamsName-5848','ExamsDescription-5848');
INSERT INTO BES.Exams VALUES(5849,'ExamsName-5849','ExamsDescription-5849');
INSERT INTO BES.Exams VALUES(5850,'ExamsName-5850','ExamsDescription-5850');
INSERT INTO BES.Exams VALUES(5851,'ExamsName-5851','ExamsDescription-5851');
INSERT INTO BES.Exams VALUES(5852,'ExamsName-5852','ExamsDescription-5852');
INSERT INTO BES.Exams VALUES(5853,'ExamsName-5853','ExamsDescription-5853');
INSERT INTO BES.Exams VALUES(5854,'ExamsName-5854','ExamsDescription-5854');
INSERT INTO BES.Exams VALUES(5855,'ExamsName-5855','ExamsDescription-5855');
INSERT INTO BES.Exams VALUES(5856,'ExamsName-5856','ExamsDescription-5856');
INSERT INTO BES.Exams VALUES(5857,'ExamsName-5857','ExamsDescription-5857');
INSERT INTO BES.Exams VALUES(5858,'ExamsName-5858','ExamsDescription-5858');
INSERT INTO BES.Exams VALUES(5859,'ExamsName-5859','ExamsDescription-5859');
INSERT INTO BES.Exams VALUES(5860,'ExamsName-5860','ExamsDescription-5860');
INSERT INTO BES.Exams VALUES(5861,'ExamsName-5861','ExamsDescription-5861');
INSERT INTO BES.Exams VALUES(5862,'ExamsName-5862','ExamsDescription-5862');
INSERT INTO BES.Exams VALUES(5863,'ExamsName-5863','ExamsDescription-5863');
INSERT INTO BES.Exams VALUES(5864,'ExamsName-5864','ExamsDescription-5864');
INSERT INTO BES.Exams VALUES(5865,'ExamsName-5865','ExamsDescription-5865');
INSERT INTO BES.Exams VALUES(5866,'ExamsName-5866','ExamsDescription-5866');
INSERT INTO BES.Exams VALUES(5867,'ExamsName-5867','ExamsDescription-5867');
INSERT INTO BES.Exams VALUES(5868,'ExamsName-5868','ExamsDescription-5868');
INSERT INTO BES.Exams VALUES(5869,'ExamsName-5869','ExamsDescription-5869');
INSERT INTO BES.Exams VALUES(5870,'ExamsName-5870','ExamsDescription-5870');
INSERT INTO BES.Exams VALUES(5871,'ExamsName-5871','ExamsDescription-5871');
INSERT INTO BES.Exams VALUES(5872,'ExamsName-5872','ExamsDescription-5872');
INSERT INTO BES.Exams VALUES(5873,'ExamsName-5873','ExamsDescription-5873');
INSERT INTO BES.Exams VALUES(5874,'ExamsName-5874','ExamsDescription-5874');
INSERT INTO BES.Exams VALUES(5875,'ExamsName-5875','ExamsDescription-5875');
INSERT INTO BES.Exams VALUES(5876,'ExamsName-5876','ExamsDescription-5876');
INSERT INTO BES.Exams VALUES(5877,'ExamsName-5877','ExamsDescription-5877');
INSERT INTO BES.Exams VALUES(5878,'ExamsName-5878','ExamsDescription-5878');
INSERT INTO BES.Exams VALUES(5879,'ExamsName-5879','ExamsDescription-5879');
INSERT INTO BES.Exams VALUES(5880,'ExamsName-5880','ExamsDescription-5880');
INSERT INTO BES.Exams VALUES(5881,'ExamsName-5881','ExamsDescription-5881');
INSERT INTO BES.Exams VALUES(5882,'ExamsName-5882','ExamsDescription-5882');
INSERT INTO BES.Exams VALUES(5883,'ExamsName-5883','ExamsDescription-5883');
INSERT INTO BES.Exams VALUES(5884,'ExamsName-5884','ExamsDescription-5884');
INSERT INTO BES.Exams VALUES(5885,'ExamsName-5885','ExamsDescription-5885');
INSERT INTO BES.Exams VALUES(5886,'ExamsName-5886','ExamsDescription-5886');
INSERT INTO BES.Exams VALUES(5887,'ExamsName-5887','ExamsDescription-5887');
INSERT INTO BES.Exams VALUES(5888,'ExamsName-5888','ExamsDescription-5888');
INSERT INTO BES.Exams VALUES(5889,'ExamsName-5889','ExamsDescription-5889');
INSERT INTO BES.Exams VALUES(5890,'ExamsName-5890','ExamsDescription-5890');
INSERT INTO BES.Exams VALUES(5891,'ExamsName-5891','ExamsDescription-5891');
INSERT INTO BES.Exams VALUES(5892,'ExamsName-5892','ExamsDescription-5892');
INSERT INTO BES.Exams VALUES(5893,'ExamsName-5893','ExamsDescription-5893');
INSERT INTO BES.Exams VALUES(5894,'ExamsName-5894','ExamsDescription-5894');
INSERT INTO BES.Exams VALUES(5895,'ExamsName-5895','ExamsDescription-5895');
INSERT INTO BES.Exams VALUES(5896,'ExamsName-5896','ExamsDescription-5896');
INSERT INTO BES.Exams VALUES(5897,'ExamsName-5897','ExamsDescription-5897');
INSERT INTO BES.Exams VALUES(5898,'ExamsName-5898','ExamsDescription-5898');
INSERT INTO BES.Exams VALUES(5899,'ExamsName-5899','ExamsDescription-5899');
INSERT INTO BES.Exams VALUES(5900,'ExamsName-5900','ExamsDescription-5900');
INSERT INTO BES.Exams VALUES(5901,'ExamsName-5901','ExamsDescription-5901');
INSERT INTO BES.Exams VALUES(5902,'ExamsName-5902','ExamsDescription-5902');
INSERT INTO BES.Exams VALUES(5903,'ExamsName-5903','ExamsDescription-5903');
INSERT INTO BES.Exams VALUES(5904,'ExamsName-5904','ExamsDescription-5904');
INSERT INTO BES.Exams VALUES(5905,'ExamsName-5905','ExamsDescription-5905');
INSERT INTO BES.Exams VALUES(5906,'ExamsName-5906','ExamsDescription-5906');
INSERT INTO BES.Exams VALUES(5907,'ExamsName-5907','ExamsDescription-5907');
INSERT INTO BES.Exams VALUES(5908,'ExamsName-5908','ExamsDescription-5908');
INSERT INTO BES.Exams VALUES(5909,'ExamsName-5909','ExamsDescription-5909');
INSERT INTO BES.Exams VALUES(5910,'ExamsName-5910','ExamsDescription-5910');
INSERT INTO BES.Exams VALUES(5911,'ExamsName-5911','ExamsDescription-5911');
INSERT INTO BES.Exams VALUES(5912,'ExamsName-5912','ExamsDescription-5912');
INSERT INTO BES.Exams VALUES(5913,'ExamsName-5913','ExamsDescription-5913');
INSERT INTO BES.Exams VALUES(5914,'ExamsName-5914','ExamsDescription-5914');
INSERT INTO BES.Exams VALUES(5915,'ExamsName-5915','ExamsDescription-5915');
INSERT INTO BES.Exams VALUES(5916,'ExamsName-5916','ExamsDescription-5916');
INSERT INTO BES.Exams VALUES(5917,'ExamsName-5917','ExamsDescription-5917');
INSERT INTO BES.Exams VALUES(5918,'ExamsName-5918','ExamsDescription-5918');
INSERT INTO BES.Exams VALUES(5919,'ExamsName-5919','ExamsDescription-5919');
INSERT INTO BES.Exams VALUES(5920,'ExamsName-5920','ExamsDescription-5920');
INSERT INTO BES.Exams VALUES(5921,'ExamsName-5921','ExamsDescription-5921');
INSERT INTO BES.Exams VALUES(5922,'ExamsName-5922','ExamsDescription-5922');
INSERT INTO BES.Exams VALUES(5923,'ExamsName-5923','ExamsDescription-5923');
INSERT INTO BES.Exams VALUES(5924,'ExamsName-5924','ExamsDescription-5924');
INSERT INTO BES.Exams VALUES(5925,'ExamsName-5925','ExamsDescription-5925');
INSERT INTO BES.Exams VALUES(5926,'ExamsName-5926','ExamsDescription-5926');
INSERT INTO BES.Exams VALUES(5927,'ExamsName-5927','ExamsDescription-5927');
INSERT INTO BES.Exams VALUES(5928,'ExamsName-5928','ExamsDescription-5928');
INSERT INTO BES.Exams VALUES(5929,'ExamsName-5929','ExamsDescription-5929');
INSERT INTO BES.Exams VALUES(5930,'ExamsName-5930','ExamsDescription-5930');
INSERT INTO BES.Exams VALUES(5931,'ExamsName-5931','ExamsDescription-5931');
INSERT INTO BES.Exams VALUES(5932,'ExamsName-5932','ExamsDescription-5932');
INSERT INTO BES.Exams VALUES(5933,'ExamsName-5933','ExamsDescription-5933');
INSERT INTO BES.Exams VALUES(5934,'ExamsName-5934','ExamsDescription-5934');
INSERT INTO BES.Exams VALUES(5935,'ExamsName-5935','ExamsDescription-5935');
INSERT INTO BES.Exams VALUES(5936,'ExamsName-5936','ExamsDescription-5936');
INSERT INTO BES.Exams VALUES(5937,'ExamsName-5937','ExamsDescription-5937');
INSERT INTO BES.Exams VALUES(5938,'ExamsName-5938','ExamsDescription-5938');
INSERT INTO BES.Exams VALUES(5939,'ExamsName-5939','ExamsDescription-5939');
INSERT INTO BES.Exams VALUES(5940,'ExamsName-5940','ExamsDescription-5940');
INSERT INTO BES.Exams VALUES(5941,'ExamsName-5941','ExamsDescription-5941');
INSERT INTO BES.Exams VALUES(5942,'ExamsName-5942','ExamsDescription-5942');
INSERT INTO BES.Exams VALUES(5943,'ExamsName-5943','ExamsDescription-5943');
INSERT INTO BES.Exams VALUES(5944,'ExamsName-5944','ExamsDescription-5944');
INSERT INTO BES.Exams VALUES(5945,'ExamsName-5945','ExamsDescription-5945');
INSERT INTO BES.Exams VALUES(5946,'ExamsName-5946','ExamsDescription-5946');
INSERT INTO BES.Exams VALUES(5947,'ExamsName-5947','ExamsDescription-5947');
INSERT INTO BES.Exams VALUES(5948,'ExamsName-5948','ExamsDescription-5948');
INSERT INTO BES.Exams VALUES(5949,'ExamsName-5949','ExamsDescription-5949');
INSERT INTO BES.Exams VALUES(5950,'ExamsName-5950','ExamsDescription-5950');
INSERT INTO BES.Exams VALUES(5951,'ExamsName-5951','ExamsDescription-5951');
INSERT INTO BES.Exams VALUES(5952,'ExamsName-5952','ExamsDescription-5952');
INSERT INTO BES.Exams VALUES(5953,'ExamsName-5953','ExamsDescription-5953');
INSERT INTO BES.Exams VALUES(5954,'ExamsName-5954','ExamsDescription-5954');
INSERT INTO BES.Exams VALUES(5955,'ExamsName-5955','ExamsDescription-5955');
INSERT INTO BES.Exams VALUES(5956,'ExamsName-5956','ExamsDescription-5956');
INSERT INTO BES.Exams VALUES(5957,'ExamsName-5957','ExamsDescription-5957');
INSERT INTO BES.Exams VALUES(5958,'ExamsName-5958','ExamsDescription-5958');
INSERT INTO BES.Exams VALUES(5959,'ExamsName-5959','ExamsDescription-5959');
INSERT INTO BES.Exams VALUES(5960,'ExamsName-5960','ExamsDescription-5960');
INSERT INTO BES.Exams VALUES(5961,'ExamsName-5961','ExamsDescription-5961');
INSERT INTO BES.Exams VALUES(5962,'ExamsName-5962','ExamsDescription-5962');
INSERT INTO BES.Exams VALUES(5963,'ExamsName-5963','ExamsDescription-5963');
INSERT INTO BES.Exams VALUES(5964,'ExamsName-5964','ExamsDescription-5964');
INSERT INTO BES.Exams VALUES(5965,'ExamsName-5965','ExamsDescription-5965');
INSERT INTO BES.Exams VALUES(5966,'ExamsName-5966','ExamsDescription-5966');
INSERT INTO BES.Exams VALUES(5967,'ExamsName-5967','ExamsDescription-5967');
INSERT INTO BES.Exams VALUES(5968,'ExamsName-5968','ExamsDescription-5968');
INSERT INTO BES.Exams VALUES(5969,'ExamsName-5969','ExamsDescription-5969');
INSERT INTO BES.Exams VALUES(5970,'ExamsName-5970','ExamsDescription-5970');
INSERT INTO BES.Exams VALUES(5971,'ExamsName-5971','ExamsDescription-5971');
INSERT INTO BES.Exams VALUES(5972,'ExamsName-5972','ExamsDescription-5972');
INSERT INTO BES.Exams VALUES(5973,'ExamsName-5973','ExamsDescription-5973');
INSERT INTO BES.Exams VALUES(5974,'ExamsName-5974','ExamsDescription-5974');
INSERT INTO BES.Exams VALUES(5975,'ExamsName-5975','ExamsDescription-5975');
INSERT INTO BES.Exams VALUES(5976,'ExamsName-5976','ExamsDescription-5976');
INSERT INTO BES.Exams VALUES(5977,'ExamsName-5977','ExamsDescription-5977');
INSERT INTO BES.Exams VALUES(5978,'ExamsName-5978','ExamsDescription-5978');
INSERT INTO BES.Exams VALUES(5979,'ExamsName-5979','ExamsDescription-5979');
INSERT INTO BES.Exams VALUES(5980,'ExamsName-5980','ExamsDescription-5980');
INSERT INTO BES.Exams VALUES(5981,'ExamsName-5981','ExamsDescription-5981');
INSERT INTO BES.Exams VALUES(5982,'ExamsName-5982','ExamsDescription-5982');
INSERT INTO BES.Exams VALUES(5983,'ExamsName-5983','ExamsDescription-5983');
INSERT INTO BES.Exams VALUES(5984,'ExamsName-5984','ExamsDescription-5984');
INSERT INTO BES.Exams VALUES(5985,'ExamsName-5985','ExamsDescription-5985');
INSERT INTO BES.Exams VALUES(5986,'ExamsName-5986','ExamsDescription-5986');
INSERT INTO BES.Exams VALUES(5987,'ExamsName-5987','ExamsDescription-5987');
INSERT INTO BES.Exams VALUES(5988,'ExamsName-5988','ExamsDescription-5988');
INSERT INTO BES.Exams VALUES(5989,'ExamsName-5989','ExamsDescription-5989');
INSERT INTO BES.Exams VALUES(5990,'ExamsName-5990','ExamsDescription-5990');
INSERT INTO BES.Exams VALUES(5991,'ExamsName-5991','ExamsDescription-5991');
INSERT INTO BES.Exams VALUES(5992,'ExamsName-5992','ExamsDescription-5992');
INSERT INTO BES.Exams VALUES(5993,'ExamsName-5993','ExamsDescription-5993');
INSERT INTO BES.Exams VALUES(5994,'ExamsName-5994','ExamsDescription-5994');
INSERT INTO BES.Exams VALUES(5995,'ExamsName-5995','ExamsDescription-5995');
INSERT INTO BES.Exams VALUES(5996,'ExamsName-5996','ExamsDescription-5996');
INSERT INTO BES.Exams VALUES(5997,'ExamsName-5997','ExamsDescription-5997');
INSERT INTO BES.Exams VALUES(5998,'ExamsName-5998','ExamsDescription-5998');
INSERT INTO BES.Exams VALUES(5999,'ExamsName-5999','ExamsDescription-5999');
INSERT INTO BES.Exams VALUES(6000,'ExamsName-6000','ExamsDescription-6000');
INSERT INTO BES.Exams VALUES(6001,'ExamsName-6001','ExamsDescription-6001');
INSERT INTO BES.Exams VALUES(6002,'ExamsName-6002','ExamsDescription-6002');
INSERT INTO BES.Exams VALUES(6003,'ExamsName-6003','ExamsDescription-6003');
INSERT INTO BES.Exams VALUES(6004,'ExamsName-6004','ExamsDescription-6004');
INSERT INTO BES.Exams VALUES(6005,'ExamsName-6005','ExamsDescription-6005');
INSERT INTO BES.Exams VALUES(6006,'ExamsName-6006','ExamsDescription-6006');
INSERT INTO BES.Exams VALUES(6007,'ExamsName-6007','ExamsDescription-6007');
INSERT INTO BES.Exams VALUES(6008,'ExamsName-6008','ExamsDescription-6008');
INSERT INTO BES.Exams VALUES(6009,'ExamsName-6009','ExamsDescription-6009');
INSERT INTO BES.Exams VALUES(6010,'ExamsName-6010','ExamsDescription-6010');
INSERT INTO BES.Exams VALUES(6011,'ExamsName-6011','ExamsDescription-6011');
INSERT INTO BES.Exams VALUES(6012,'ExamsName-6012','ExamsDescription-6012');
INSERT INTO BES.Exams VALUES(6013,'ExamsName-6013','ExamsDescription-6013');
INSERT INTO BES.Exams VALUES(6014,'ExamsName-6014','ExamsDescription-6014');
INSERT INTO BES.Exams VALUES(6015,'ExamsName-6015','ExamsDescription-6015');
INSERT INTO BES.Exams VALUES(6016,'ExamsName-6016','ExamsDescription-6016');
INSERT INTO BES.Exams VALUES(6017,'ExamsName-6017','ExamsDescription-6017');
INSERT INTO BES.Exams VALUES(6018,'ExamsName-6018','ExamsDescription-6018');
INSERT INTO BES.Exams VALUES(6019,'ExamsName-6019','ExamsDescription-6019');
INSERT INTO BES.Exams VALUES(6020,'ExamsName-6020','ExamsDescription-6020');
INSERT INTO BES.Exams VALUES(6021,'ExamsName-6021','ExamsDescription-6021');
INSERT INTO BES.Exams VALUES(6022,'ExamsName-6022','ExamsDescription-6022');
INSERT INTO BES.Exams VALUES(6023,'ExamsName-6023','ExamsDescription-6023');
INSERT INTO BES.Exams VALUES(6024,'ExamsName-6024','ExamsDescription-6024');
INSERT INTO BES.Exams VALUES(6025,'ExamsName-6025','ExamsDescription-6025');
INSERT INTO BES.Exams VALUES(6026,'ExamsName-6026','ExamsDescription-6026');
INSERT INTO BES.Exams VALUES(6027,'ExamsName-6027','ExamsDescription-6027');
INSERT INTO BES.Exams VALUES(6028,'ExamsName-6028','ExamsDescription-6028');
INSERT INTO BES.Exams VALUES(6029,'ExamsName-6029','ExamsDescription-6029');
INSERT INTO BES.Exams VALUES(6030,'ExamsName-6030','ExamsDescription-6030');
INSERT INTO BES.Exams VALUES(6031,'ExamsName-6031','ExamsDescription-6031');
INSERT INTO BES.Exams VALUES(6032,'ExamsName-6032','ExamsDescription-6032');
INSERT INTO BES.Exams VALUES(6033,'ExamsName-6033','ExamsDescription-6033');
INSERT INTO BES.Exams VALUES(6034,'ExamsName-6034','ExamsDescription-6034');
INSERT INTO BES.Exams VALUES(6035,'ExamsName-6035','ExamsDescription-6035');
INSERT INTO BES.Exams VALUES(6036,'ExamsName-6036','ExamsDescription-6036');
INSERT INTO BES.Exams VALUES(6037,'ExamsName-6037','ExamsDescription-6037');
INSERT INTO BES.Exams VALUES(6038,'ExamsName-6038','ExamsDescription-6038');
INSERT INTO BES.Exams VALUES(6039,'ExamsName-6039','ExamsDescription-6039');
INSERT INTO BES.Exams VALUES(6040,'ExamsName-6040','ExamsDescription-6040');
INSERT INTO BES.Exams VALUES(6041,'ExamsName-6041','ExamsDescription-6041');
INSERT INTO BES.Exams VALUES(6042,'ExamsName-6042','ExamsDescription-6042');
INSERT INTO BES.Exams VALUES(6043,'ExamsName-6043','ExamsDescription-6043');
INSERT INTO BES.Exams VALUES(6044,'ExamsName-6044','ExamsDescription-6044');
INSERT INTO BES.Exams VALUES(6045,'ExamsName-6045','ExamsDescription-6045');
INSERT INTO BES.Exams VALUES(6046,'ExamsName-6046','ExamsDescription-6046');
INSERT INTO BES.Exams VALUES(6047,'ExamsName-6047','ExamsDescription-6047');
INSERT INTO BES.Exams VALUES(6048,'ExamsName-6048','ExamsDescription-6048');
INSERT INTO BES.Exams VALUES(6049,'ExamsName-6049','ExamsDescription-6049');
INSERT INTO BES.Exams VALUES(6050,'ExamsName-6050','ExamsDescription-6050');
INSERT INTO BES.Exams VALUES(6051,'ExamsName-6051','ExamsDescription-6051');
INSERT INTO BES.Exams VALUES(6052,'ExamsName-6052','ExamsDescription-6052');
INSERT INTO BES.Exams VALUES(6053,'ExamsName-6053','ExamsDescription-6053');
INSERT INTO BES.Exams VALUES(6054,'ExamsName-6054','ExamsDescription-6054');
INSERT INTO BES.Exams VALUES(6055,'ExamsName-6055','ExamsDescription-6055');
INSERT INTO BES.Exams VALUES(6056,'ExamsName-6056','ExamsDescription-6056');
INSERT INTO BES.Exams VALUES(6057,'ExamsName-6057','ExamsDescription-6057');
INSERT INTO BES.Exams VALUES(6058,'ExamsName-6058','ExamsDescription-6058');
INSERT INTO BES.Exams VALUES(6059,'ExamsName-6059','ExamsDescription-6059');
INSERT INTO BES.Exams VALUES(6060,'ExamsName-6060','ExamsDescription-6060');
INSERT INTO BES.Exams VALUES(6061,'ExamsName-6061','ExamsDescription-6061');
INSERT INTO BES.Exams VALUES(6062,'ExamsName-6062','ExamsDescription-6062');
INSERT INTO BES.Exams VALUES(6063,'ExamsName-6063','ExamsDescription-6063');
INSERT INTO BES.Exams VALUES(6064,'ExamsName-6064','ExamsDescription-6064');
INSERT INTO BES.Exams VALUES(6065,'ExamsName-6065','ExamsDescription-6065');
INSERT INTO BES.Exams VALUES(6066,'ExamsName-6066','ExamsDescription-6066');
INSERT INTO BES.Exams VALUES(6067,'ExamsName-6067','ExamsDescription-6067');
INSERT INTO BES.Exams VALUES(6068,'ExamsName-6068','ExamsDescription-6068');
INSERT INTO BES.Exams VALUES(6069,'ExamsName-6069','ExamsDescription-6069');
INSERT INTO BES.Exams VALUES(6070,'ExamsName-6070','ExamsDescription-6070');
INSERT INTO BES.Exams VALUES(6071,'ExamsName-6071','ExamsDescription-6071');
INSERT INTO BES.Exams VALUES(6072,'ExamsName-6072','ExamsDescription-6072');
INSERT INTO BES.Exams VALUES(6073,'ExamsName-6073','ExamsDescription-6073');
INSERT INTO BES.Exams VALUES(6074,'ExamsName-6074','ExamsDescription-6074');
INSERT INTO BES.Exams VALUES(6075,'ExamsName-6075','ExamsDescription-6075');
INSERT INTO BES.Exams VALUES(6076,'ExamsName-6076','ExamsDescription-6076');
INSERT INTO BES.Exams VALUES(6077,'ExamsName-6077','ExamsDescription-6077');
INSERT INTO BES.Exams VALUES(6078,'ExamsName-6078','ExamsDescription-6078');
INSERT INTO BES.Exams VALUES(6079,'ExamsName-6079','ExamsDescription-6079');
INSERT INTO BES.Exams VALUES(6080,'ExamsName-6080','ExamsDescription-6080');
INSERT INTO BES.Exams VALUES(6081,'ExamsName-6081','ExamsDescription-6081');
INSERT INTO BES.Exams VALUES(6082,'ExamsName-6082','ExamsDescription-6082');
INSERT INTO BES.Exams VALUES(6083,'ExamsName-6083','ExamsDescription-6083');
INSERT INTO BES.Exams VALUES(6084,'ExamsName-6084','ExamsDescription-6084');
INSERT INTO BES.Exams VALUES(6085,'ExamsName-6085','ExamsDescription-6085');
INSERT INTO BES.Exams VALUES(6086,'ExamsName-6086','ExamsDescription-6086');
INSERT INTO BES.Exams VALUES(6087,'ExamsName-6087','ExamsDescription-6087');
INSERT INTO BES.Exams VALUES(6088,'ExamsName-6088','ExamsDescription-6088');
INSERT INTO BES.Exams VALUES(6089,'ExamsName-6089','ExamsDescription-6089');
INSERT INTO BES.Exams VALUES(6090,'ExamsName-6090','ExamsDescription-6090');
INSERT INTO BES.Exams VALUES(6091,'ExamsName-6091','ExamsDescription-6091');
INSERT INTO BES.Exams VALUES(6092,'ExamsName-6092','ExamsDescription-6092');
INSERT INTO BES.Exams VALUES(6093,'ExamsName-6093','ExamsDescription-6093');
INSERT INTO BES.Exams VALUES(6094,'ExamsName-6094','ExamsDescription-6094');
INSERT INTO BES.Exams VALUES(6095,'ExamsName-6095','ExamsDescription-6095');
INSERT INTO BES.Exams VALUES(6096,'ExamsName-6096','ExamsDescription-6096');
INSERT INTO BES.Exams VALUES(6097,'ExamsName-6097','ExamsDescription-6097');
INSERT INTO BES.Exams VALUES(6098,'ExamsName-6098','ExamsDescription-6098');
INSERT INTO BES.Exams VALUES(6099,'ExamsName-6099','ExamsDescription-6099');
INSERT INTO BES.Exams VALUES(6100,'ExamsName-6100','ExamsDescription-6100');
INSERT INTO BES.Exams VALUES(6101,'ExamsName-6101','ExamsDescription-6101');
INSERT INTO BES.Exams VALUES(6102,'ExamsName-6102','ExamsDescription-6102');
INSERT INTO BES.Exams VALUES(6103,'ExamsName-6103','ExamsDescription-6103');
INSERT INTO BES.Exams VALUES(6104,'ExamsName-6104','ExamsDescription-6104');
INSERT INTO BES.Exams VALUES(6105,'ExamsName-6105','ExamsDescription-6105');
INSERT INTO BES.Exams VALUES(6106,'ExamsName-6106','ExamsDescription-6106');
INSERT INTO BES.Exams VALUES(6107,'ExamsName-6107','ExamsDescription-6107');
INSERT INTO BES.Exams VALUES(6108,'ExamsName-6108','ExamsDescription-6108');
INSERT INTO BES.Exams VALUES(6109,'ExamsName-6109','ExamsDescription-6109');
INSERT INTO BES.Exams VALUES(6110,'ExamsName-6110','ExamsDescription-6110');
INSERT INTO BES.Exams VALUES(6111,'ExamsName-6111','ExamsDescription-6111');
INSERT INTO BES.Exams VALUES(6112,'ExamsName-6112','ExamsDescription-6112');
INSERT INTO BES.Exams VALUES(6113,'ExamsName-6113','ExamsDescription-6113');
INSERT INTO BES.Exams VALUES(6114,'ExamsName-6114','ExamsDescription-6114');
INSERT INTO BES.Exams VALUES(6115,'ExamsName-6115','ExamsDescription-6115');
INSERT INTO BES.Exams VALUES(6116,'ExamsName-6116','ExamsDescription-6116');
INSERT INTO BES.Exams VALUES(6117,'ExamsName-6117','ExamsDescription-6117');
INSERT INTO BES.Exams VALUES(6118,'ExamsName-6118','ExamsDescription-6118');
INSERT INTO BES.Exams VALUES(6119,'ExamsName-6119','ExamsDescription-6119');
INSERT INTO BES.Exams VALUES(6120,'ExamsName-6120','ExamsDescription-6120');
INSERT INTO BES.Exams VALUES(6121,'ExamsName-6121','ExamsDescription-6121');
INSERT INTO BES.Exams VALUES(6122,'ExamsName-6122','ExamsDescription-6122');
INSERT INTO BES.Exams VALUES(6123,'ExamsName-6123','ExamsDescription-6123');
INSERT INTO BES.Exams VALUES(6124,'ExamsName-6124','ExamsDescription-6124');
INSERT INTO BES.Exams VALUES(6125,'ExamsName-6125','ExamsDescription-6125');
INSERT INTO BES.Exams VALUES(6126,'ExamsName-6126','ExamsDescription-6126');
INSERT INTO BES.Exams VALUES(6127,'ExamsName-6127','ExamsDescription-6127');
INSERT INTO BES.Exams VALUES(6128,'ExamsName-6128','ExamsDescription-6128');
INSERT INTO BES.Exams VALUES(6129,'ExamsName-6129','ExamsDescription-6129');
INSERT INTO BES.Exams VALUES(6130,'ExamsName-6130','ExamsDescription-6130');
INSERT INTO BES.Exams VALUES(6131,'ExamsName-6131','ExamsDescription-6131');
INSERT INTO BES.Exams VALUES(6132,'ExamsName-6132','ExamsDescription-6132');
INSERT INTO BES.Exams VALUES(6133,'ExamsName-6133','ExamsDescription-6133');
INSERT INTO BES.Exams VALUES(6134,'ExamsName-6134','ExamsDescription-6134');
INSERT INTO BES.Exams VALUES(6135,'ExamsName-6135','ExamsDescription-6135');
INSERT INTO BES.Exams VALUES(6136,'ExamsName-6136','ExamsDescription-6136');
INSERT INTO BES.Exams VALUES(6137,'ExamsName-6137','ExamsDescription-6137');
INSERT INTO BES.Exams VALUES(6138,'ExamsName-6138','ExamsDescription-6138');
INSERT INTO BES.Exams VALUES(6139,'ExamsName-6139','ExamsDescription-6139');
INSERT INTO BES.Exams VALUES(6140,'ExamsName-6140','ExamsDescription-6140');
INSERT INTO BES.Exams VALUES(6141,'ExamsName-6141','ExamsDescription-6141');
INSERT INTO BES.Exams VALUES(6142,'ExamsName-6142','ExamsDescription-6142');
INSERT INTO BES.Exams VALUES(6143,'ExamsName-6143','ExamsDescription-6143');
INSERT INTO BES.Exams VALUES(6144,'ExamsName-6144','ExamsDescription-6144');
INSERT INTO BES.Exams VALUES(6145,'ExamsName-6145','ExamsDescription-6145');
INSERT INTO BES.Exams VALUES(6146,'ExamsName-6146','ExamsDescription-6146');
INSERT INTO BES.Exams VALUES(6147,'ExamsName-6147','ExamsDescription-6147');
INSERT INTO BES.Exams VALUES(6148,'ExamsName-6148','ExamsDescription-6148');
INSERT INTO BES.Exams VALUES(6149,'ExamsName-6149','ExamsDescription-6149');
INSERT INTO BES.Exams VALUES(6150,'ExamsName-6150','ExamsDescription-6150');
INSERT INTO BES.Exams VALUES(6151,'ExamsName-6151','ExamsDescription-6151');
INSERT INTO BES.Exams VALUES(6152,'ExamsName-6152','ExamsDescription-6152');
INSERT INTO BES.Exams VALUES(6153,'ExamsName-6153','ExamsDescription-6153');
INSERT INTO BES.Exams VALUES(6154,'ExamsName-6154','ExamsDescription-6154');
INSERT INTO BES.Exams VALUES(6155,'ExamsName-6155','ExamsDescription-6155');
