INSERT INTO BES.Management VALUES(1,'ManagementName-1','ManagementDescription-1');
INSERT INTO BES.Management VALUES(4249,'ManagementName-4249','ManagementDescription-4249');
INSERT INTO BES.Management VALUES(4250,'ManagementName-4250','ManagementDescription-4250');
INSERT INTO BES.Management VALUES(4251,'ManagementName-4251','ManagementDescription-4251');
INSERT INTO BES.Management VALUES(4252,'ManagementName-4252','ManagementDescription-4252');
INSERT INTO BES.Management VALUES(4253,'ManagementName-4253','ManagementDescription-4253');
INSERT INTO BES.Management VALUES(4254,'ManagementName-4254','ManagementDescription-4254');
INSERT INTO BES.Management VALUES(4255,'ManagementName-4255','ManagementDescription-4255');
INSERT INTO BES.Management VALUES(4256,'ManagementName-4256','ManagementDescription-4256');
INSERT INTO BES.Management VALUES(4257,'ManagementName-4257','ManagementDescription-4257');
INSERT INTO BES.Management VALUES(4258,'ManagementName-4258','ManagementDescription-4258');
INSERT INTO BES.Management VALUES(4259,'ManagementName-4259','ManagementDescription-4259');
INSERT INTO BES.Management VALUES(4260,'ManagementName-4260','ManagementDescription-4260');
INSERT INTO BES.Management VALUES(4261,'ManagementName-4261','ManagementDescription-4261');
INSERT INTO BES.Management VALUES(4262,'ManagementName-4262','ManagementDescription-4262');
INSERT INTO BES.Management VALUES(4263,'ManagementName-4263','ManagementDescription-4263');
INSERT INTO BES.Management VALUES(4264,'ManagementName-4264','ManagementDescription-4264');
INSERT INTO BES.Management VALUES(4265,'ManagementName-4265','ManagementDescription-4265');
INSERT INTO BES.Management VALUES(4266,'ManagementName-4266','ManagementDescription-4266');
INSERT INTO BES.Management VALUES(4267,'ManagementName-4267','ManagementDescription-4267');
INSERT INTO BES.Management VALUES(4268,'ManagementName-4268','ManagementDescription-4268');
INSERT INTO BES.Management VALUES(4269,'ManagementName-4269','ManagementDescription-4269');
INSERT INTO BES.Management VALUES(4270,'ManagementName-4270','ManagementDescription-4270');
INSERT INTO BES.Management VALUES(4271,'ManagementName-4271','ManagementDescription-4271');
INSERT INTO BES.Management VALUES(4272,'ManagementName-4272','ManagementDescription-4272');
INSERT INTO BES.Management VALUES(4273,'ManagementName-4273','ManagementDescription-4273');
INSERT INTO BES.Management VALUES(4274,'ManagementName-4274','ManagementDescription-4274');
INSERT INTO BES.Management VALUES(4275,'ManagementName-4275','ManagementDescription-4275');
INSERT INTO BES.Management VALUES(4276,'ManagementName-4276','ManagementDescription-4276');
INSERT INTO BES.Management VALUES(4277,'ManagementName-4277','ManagementDescription-4277');
INSERT INTO BES.Management VALUES(4278,'ManagementName-4278','ManagementDescription-4278');
INSERT INTO BES.Management VALUES(4279,'ManagementName-4279','ManagementDescription-4279');
INSERT INTO BES.Management VALUES(4280,'ManagementName-4280','ManagementDescription-4280');
INSERT INTO BES.Management VALUES(4281,'ManagementName-4281','ManagementDescription-4281');
INSERT INTO BES.Management VALUES(4282,'ManagementName-4282','ManagementDescription-4282');
INSERT INTO BES.Management VALUES(4283,'ManagementName-4283','ManagementDescription-4283');
INSERT INTO BES.Management VALUES(4284,'ManagementName-4284','ManagementDescription-4284');
INSERT INTO BES.Management VALUES(4285,'ManagementName-4285','ManagementDescription-4285');
INSERT INTO BES.Management VALUES(4286,'ManagementName-4286','ManagementDescription-4286');
INSERT INTO BES.Management VALUES(4287,'ManagementName-4287','ManagementDescription-4287');
INSERT INTO BES.Management VALUES(4288,'ManagementName-4288','ManagementDescription-4288');
INSERT INTO BES.Management VALUES(4289,'ManagementName-4289','ManagementDescription-4289');
INSERT INTO BES.Management VALUES(4290,'ManagementName-4290','ManagementDescription-4290');
INSERT INTO BES.Management VALUES(4291,'ManagementName-4291','ManagementDescription-4291');
INSERT INTO BES.Management VALUES(4292,'ManagementName-4292','ManagementDescription-4292');
INSERT INTO BES.Management VALUES(4293,'ManagementName-4293','ManagementDescription-4293');
INSERT INTO BES.Management VALUES(4294,'ManagementName-4294','ManagementDescription-4294');
INSERT INTO BES.Management VALUES(4295,'ManagementName-4295','ManagementDescription-4295');
INSERT INTO BES.Management VALUES(4296,'ManagementName-4296','ManagementDescription-4296');
INSERT INTO BES.Management VALUES(4297,'ManagementName-4297','ManagementDescription-4297');
INSERT INTO BES.Management VALUES(4298,'ManagementName-4298','ManagementDescription-4298');
INSERT INTO BES.Management VALUES(4299,'ManagementName-4299','ManagementDescription-4299');
INSERT INTO BES.Management VALUES(4300,'ManagementName-4300','ManagementDescription-4300');
INSERT INTO BES.Management VALUES(4301,'ManagementName-4301','ManagementDescription-4301');
INSERT INTO BES.Management VALUES(4302,'ManagementName-4302','ManagementDescription-4302');
INSERT INTO BES.Management VALUES(4303,'ManagementName-4303','ManagementDescription-4303');
INSERT INTO BES.Management VALUES(4304,'ManagementName-4304','ManagementDescription-4304');
INSERT INTO BES.Management VALUES(4305,'ManagementName-4305','ManagementDescription-4305');
INSERT INTO BES.Management VALUES(4306,'ManagementName-4306','ManagementDescription-4306');
INSERT INTO BES.Management VALUES(4307,'ManagementName-4307','ManagementDescription-4307');
INSERT INTO BES.Management VALUES(4308,'ManagementName-4308','ManagementDescription-4308');
INSERT INTO BES.Management VALUES(4309,'ManagementName-4309','ManagementDescription-4309');
INSERT INTO BES.Management VALUES(4310,'ManagementName-4310','ManagementDescription-4310');
INSERT INTO BES.Management VALUES(4311,'ManagementName-4311','ManagementDescription-4311');
INSERT INTO BES.Management VALUES(4312,'ManagementName-4312','ManagementDescription-4312');
INSERT INTO BES.Management VALUES(4313,'ManagementName-4313','ManagementDescription-4313');
INSERT INTO BES.Management VALUES(4314,'ManagementName-4314','ManagementDescription-4314');
INSERT INTO BES.Management VALUES(4315,'ManagementName-4315','ManagementDescription-4315');
INSERT INTO BES.Management VALUES(4316,'ManagementName-4316','ManagementDescription-4316');
INSERT INTO BES.Management VALUES(4317,'ManagementName-4317','ManagementDescription-4317');
INSERT INTO BES.Management VALUES(4318,'ManagementName-4318','ManagementDescription-4318');
INSERT INTO BES.Management VALUES(4319,'ManagementName-4319','ManagementDescription-4319');
INSERT INTO BES.Management VALUES(4320,'ManagementName-4320','ManagementDescription-4320');
INSERT INTO BES.Management VALUES(4321,'ManagementName-4321','ManagementDescription-4321');
INSERT INTO BES.Management VALUES(4322,'ManagementName-4322','ManagementDescription-4322');
INSERT INTO BES.Management VALUES(4323,'ManagementName-4323','ManagementDescription-4323');
INSERT INTO BES.Management VALUES(4324,'ManagementName-4324','ManagementDescription-4324');
INSERT INTO BES.Management VALUES(4325,'ManagementName-4325','ManagementDescription-4325');
INSERT INTO BES.Management VALUES(4326,'ManagementName-4326','ManagementDescription-4326');
INSERT INTO BES.Management VALUES(4327,'ManagementName-4327','ManagementDescription-4327');
INSERT INTO BES.Management VALUES(4328,'ManagementName-4328','ManagementDescription-4328');
INSERT INTO BES.Management VALUES(4329,'ManagementName-4329','ManagementDescription-4329');
INSERT INTO BES.Management VALUES(4330,'ManagementName-4330','ManagementDescription-4330');
INSERT INTO BES.Management VALUES(4331,'ManagementName-4331','ManagementDescription-4331');
INSERT INTO BES.Management VALUES(4332,'ManagementName-4332','ManagementDescription-4332');
INSERT INTO BES.Management VALUES(4333,'ManagementName-4333','ManagementDescription-4333');
INSERT INTO BES.Management VALUES(4334,'ManagementName-4334','ManagementDescription-4334');
INSERT INTO BES.Management VALUES(4335,'ManagementName-4335','ManagementDescription-4335');
INSERT INTO BES.Management VALUES(4336,'ManagementName-4336','ManagementDescription-4336');
INSERT INTO BES.Management VALUES(4337,'ManagementName-4337','ManagementDescription-4337');
INSERT INTO BES.Management VALUES(4338,'ManagementName-4338','ManagementDescription-4338');
INSERT INTO BES.Management VALUES(4339,'ManagementName-4339','ManagementDescription-4339');
INSERT INTO BES.Management VALUES(4340,'ManagementName-4340','ManagementDescription-4340');
INSERT INTO BES.Management VALUES(4341,'ManagementName-4341','ManagementDescription-4341');
INSERT INTO BES.Management VALUES(4342,'ManagementName-4342','ManagementDescription-4342');
INSERT INTO BES.Management VALUES(4343,'ManagementName-4343','ManagementDescription-4343');
INSERT INTO BES.Management VALUES(4344,'ManagementName-4344','ManagementDescription-4344');
INSERT INTO BES.Management VALUES(4345,'ManagementName-4345','ManagementDescription-4345');
INSERT INTO BES.Management VALUES(4346,'ManagementName-4346','ManagementDescription-4346');
INSERT INTO BES.Management VALUES(4347,'ManagementName-4347','ManagementDescription-4347');
INSERT INTO BES.Management VALUES(4348,'ManagementName-4348','ManagementDescription-4348');
INSERT INTO BES.Management VALUES(4349,'ManagementName-4349','ManagementDescription-4349');
INSERT INTO BES.Management VALUES(4350,'ManagementName-4350','ManagementDescription-4350');
INSERT INTO BES.Management VALUES(4351,'ManagementName-4351','ManagementDescription-4351');
INSERT INTO BES.Management VALUES(4352,'ManagementName-4352','ManagementDescription-4352');
INSERT INTO BES.Management VALUES(4353,'ManagementName-4353','ManagementDescription-4353');
INSERT INTO BES.Management VALUES(4354,'ManagementName-4354','ManagementDescription-4354');
INSERT INTO BES.Management VALUES(4355,'ManagementName-4355','ManagementDescription-4355');
INSERT INTO BES.Management VALUES(4356,'ManagementName-4356','ManagementDescription-4356');
INSERT INTO BES.Management VALUES(4357,'ManagementName-4357','ManagementDescription-4357');
INSERT INTO BES.Management VALUES(4358,'ManagementName-4358','ManagementDescription-4358');
INSERT INTO BES.Management VALUES(4359,'ManagementName-4359','ManagementDescription-4359');
INSERT INTO BES.Management VALUES(4360,'ManagementName-4360','ManagementDescription-4360');
INSERT INTO BES.Management VALUES(4361,'ManagementName-4361','ManagementDescription-4361');
INSERT INTO BES.Management VALUES(4362,'ManagementName-4362','ManagementDescription-4362');
INSERT INTO BES.Management VALUES(4363,'ManagementName-4363','ManagementDescription-4363');
INSERT INTO BES.Management VALUES(4364,'ManagementName-4364','ManagementDescription-4364');
INSERT INTO BES.Management VALUES(4365,'ManagementName-4365','ManagementDescription-4365');
INSERT INTO BES.Management VALUES(4366,'ManagementName-4366','ManagementDescription-4366');
INSERT INTO BES.Management VALUES(4367,'ManagementName-4367','ManagementDescription-4367');
INSERT INTO BES.Management VALUES(4368,'ManagementName-4368','ManagementDescription-4368');
INSERT INTO BES.Management VALUES(4369,'ManagementName-4369','ManagementDescription-4369');
INSERT INTO BES.Management VALUES(4370,'ManagementName-4370','ManagementDescription-4370');
INSERT INTO BES.Management VALUES(4371,'ManagementName-4371','ManagementDescription-4371');
INSERT INTO BES.Management VALUES(4372,'ManagementName-4372','ManagementDescription-4372');
INSERT INTO BES.Management VALUES(4373,'ManagementName-4373','ManagementDescription-4373');
INSERT INTO BES.Management VALUES(4374,'ManagementName-4374','ManagementDescription-4374');
INSERT INTO BES.Management VALUES(4375,'ManagementName-4375','ManagementDescription-4375');
INSERT INTO BES.Management VALUES(4376,'ManagementName-4376','ManagementDescription-4376');
INSERT INTO BES.Management VALUES(4377,'ManagementName-4377','ManagementDescription-4377');
INSERT INTO BES.Management VALUES(4378,'ManagementName-4378','ManagementDescription-4378');
INSERT INTO BES.Management VALUES(4379,'ManagementName-4379','ManagementDescription-4379');
INSERT INTO BES.Management VALUES(4380,'ManagementName-4380','ManagementDescription-4380');
INSERT INTO BES.Management VALUES(4381,'ManagementName-4381','ManagementDescription-4381');
INSERT INTO BES.Management VALUES(4382,'ManagementName-4382','ManagementDescription-4382');
INSERT INTO BES.Management VALUES(4383,'ManagementName-4383','ManagementDescription-4383');
INSERT INTO BES.Management VALUES(4384,'ManagementName-4384','ManagementDescription-4384');
INSERT INTO BES.Management VALUES(4385,'ManagementName-4385','ManagementDescription-4385');
INSERT INTO BES.Management VALUES(4386,'ManagementName-4386','ManagementDescription-4386');
INSERT INTO BES.Management VALUES(4387,'ManagementName-4387','ManagementDescription-4387');
INSERT INTO BES.Management VALUES(4388,'ManagementName-4388','ManagementDescription-4388');
INSERT INTO BES.Management VALUES(4389,'ManagementName-4389','ManagementDescription-4389');
INSERT INTO BES.Management VALUES(4390,'ManagementName-4390','ManagementDescription-4390');
INSERT INTO BES.Management VALUES(4391,'ManagementName-4391','ManagementDescription-4391');
INSERT INTO BES.Management VALUES(4392,'ManagementName-4392','ManagementDescription-4392');
INSERT INTO BES.Management VALUES(4393,'ManagementName-4393','ManagementDescription-4393');
INSERT INTO BES.Management VALUES(4394,'ManagementName-4394','ManagementDescription-4394');
INSERT INTO BES.Management VALUES(4395,'ManagementName-4395','ManagementDescription-4395');
INSERT INTO BES.Management VALUES(4396,'ManagementName-4396','ManagementDescription-4396');
INSERT INTO BES.Management VALUES(4397,'ManagementName-4397','ManagementDescription-4397');
INSERT INTO BES.Management VALUES(4398,'ManagementName-4398','ManagementDescription-4398');
INSERT INTO BES.Management VALUES(4399,'ManagementName-4399','ManagementDescription-4399');
INSERT INTO BES.Management VALUES(4400,'ManagementName-4400','ManagementDescription-4400');
INSERT INTO BES.Management VALUES(4401,'ManagementName-4401','ManagementDescription-4401');
INSERT INTO BES.Management VALUES(4402,'ManagementName-4402','ManagementDescription-4402');
INSERT INTO BES.Management VALUES(4403,'ManagementName-4403','ManagementDescription-4403');
INSERT INTO BES.Management VALUES(4404,'ManagementName-4404','ManagementDescription-4404');
INSERT INTO BES.Management VALUES(4405,'ManagementName-4405','ManagementDescription-4405');
INSERT INTO BES.Management VALUES(4406,'ManagementName-4406','ManagementDescription-4406');
INSERT INTO BES.Management VALUES(4407,'ManagementName-4407','ManagementDescription-4407');
INSERT INTO BES.Management VALUES(4408,'ManagementName-4408','ManagementDescription-4408');
INSERT INTO BES.Management VALUES(4409,'ManagementName-4409','ManagementDescription-4409');
INSERT INTO BES.Management VALUES(4410,'ManagementName-4410','ManagementDescription-4410');
INSERT INTO BES.Management VALUES(4411,'ManagementName-4411','ManagementDescription-4411');
INSERT INTO BES.Management VALUES(4412,'ManagementName-4412','ManagementDescription-4412');
INSERT INTO BES.Management VALUES(4413,'ManagementName-4413','ManagementDescription-4413');
INSERT INTO BES.Management VALUES(4414,'ManagementName-4414','ManagementDescription-4414');
INSERT INTO BES.Management VALUES(4415,'ManagementName-4415','ManagementDescription-4415');
INSERT INTO BES.Management VALUES(4416,'ManagementName-4416','ManagementDescription-4416');
INSERT INTO BES.Management VALUES(4417,'ManagementName-4417','ManagementDescription-4417');
INSERT INTO BES.Management VALUES(4418,'ManagementName-4418','ManagementDescription-4418');
INSERT INTO BES.Management VALUES(4419,'ManagementName-4419','ManagementDescription-4419');
INSERT INTO BES.Management VALUES(4420,'ManagementName-4420','ManagementDescription-4420');
INSERT INTO BES.Management VALUES(4421,'ManagementName-4421','ManagementDescription-4421');
INSERT INTO BES.Management VALUES(4422,'ManagementName-4422','ManagementDescription-4422');
INSERT INTO BES.Management VALUES(4423,'ManagementName-4423','ManagementDescription-4423');
INSERT INTO BES.Management VALUES(4424,'ManagementName-4424','ManagementDescription-4424');
INSERT INTO BES.Management VALUES(4425,'ManagementName-4425','ManagementDescription-4425');
INSERT INTO BES.Management VALUES(4426,'ManagementName-4426','ManagementDescription-4426');
INSERT INTO BES.Management VALUES(4427,'ManagementName-4427','ManagementDescription-4427');
INSERT INTO BES.Management VALUES(4428,'ManagementName-4428','ManagementDescription-4428');
INSERT INTO BES.Management VALUES(4429,'ManagementName-4429','ManagementDescription-4429');
INSERT INTO BES.Management VALUES(4430,'ManagementName-4430','ManagementDescription-4430');
INSERT INTO BES.Management VALUES(4431,'ManagementName-4431','ManagementDescription-4431');
INSERT INTO BES.Management VALUES(4432,'ManagementName-4432','ManagementDescription-4432');
INSERT INTO BES.Management VALUES(4433,'ManagementName-4433','ManagementDescription-4433');
INSERT INTO BES.Management VALUES(4434,'ManagementName-4434','ManagementDescription-4434');
INSERT INTO BES.Management VALUES(4435,'ManagementName-4435','ManagementDescription-4435');
INSERT INTO BES.Management VALUES(4436,'ManagementName-4436','ManagementDescription-4436');
INSERT INTO BES.Management VALUES(4437,'ManagementName-4437','ManagementDescription-4437');
INSERT INTO BES.Management VALUES(4438,'ManagementName-4438','ManagementDescription-4438');
INSERT INTO BES.Management VALUES(4439,'ManagementName-4439','ManagementDescription-4439');
INSERT INTO BES.Management VALUES(4440,'ManagementName-4440','ManagementDescription-4440');
INSERT INTO BES.Management VALUES(4441,'ManagementName-4441','ManagementDescription-4441');
INSERT INTO BES.Management VALUES(4442,'ManagementName-4442','ManagementDescription-4442');
INSERT INTO BES.Management VALUES(4443,'ManagementName-4443','ManagementDescription-4443');
INSERT INTO BES.Management VALUES(4444,'ManagementName-4444','ManagementDescription-4444');
INSERT INTO BES.Management VALUES(4445,'ManagementName-4445','ManagementDescription-4445');
INSERT INTO BES.Management VALUES(4446,'ManagementName-4446','ManagementDescription-4446');
INSERT INTO BES.Management VALUES(4447,'ManagementName-4447','ManagementDescription-4447');
INSERT INTO BES.Management VALUES(4448,'ManagementName-4448','ManagementDescription-4448');
INSERT INTO BES.Management VALUES(4449,'ManagementName-4449','ManagementDescription-4449');
INSERT INTO BES.Management VALUES(4450,'ManagementName-4450','ManagementDescription-4450');
INSERT INTO BES.Management VALUES(4451,'ManagementName-4451','ManagementDescription-4451');
INSERT INTO BES.Management VALUES(4452,'ManagementName-4452','ManagementDescription-4452');
INSERT INTO BES.Management VALUES(4453,'ManagementName-4453','ManagementDescription-4453');
INSERT INTO BES.Management VALUES(4454,'ManagementName-4454','ManagementDescription-4454');
INSERT INTO BES.Management VALUES(4455,'ManagementName-4455','ManagementDescription-4455');
INSERT INTO BES.Management VALUES(4456,'ManagementName-4456','ManagementDescription-4456');
INSERT INTO BES.Management VALUES(4457,'ManagementName-4457','ManagementDescription-4457');
INSERT INTO BES.Management VALUES(4458,'ManagementName-4458','ManagementDescription-4458');
INSERT INTO BES.Management VALUES(4459,'ManagementName-4459','ManagementDescription-4459');
INSERT INTO BES.Management VALUES(4460,'ManagementName-4460','ManagementDescription-4460');
INSERT INTO BES.Management VALUES(4461,'ManagementName-4461','ManagementDescription-4461');
INSERT INTO BES.Management VALUES(4462,'ManagementName-4462','ManagementDescription-4462');
INSERT INTO BES.Management VALUES(4463,'ManagementName-4463','ManagementDescription-4463');
INSERT INTO BES.Management VALUES(4464,'ManagementName-4464','ManagementDescription-4464');
INSERT INTO BES.Management VALUES(4465,'ManagementName-4465','ManagementDescription-4465');
INSERT INTO BES.Management VALUES(4466,'ManagementName-4466','ManagementDescription-4466');
INSERT INTO BES.Management VALUES(4467,'ManagementName-4467','ManagementDescription-4467');
INSERT INTO BES.Management VALUES(4468,'ManagementName-4468','ManagementDescription-4468');
INSERT INTO BES.Management VALUES(4469,'ManagementName-4469','ManagementDescription-4469');
INSERT INTO BES.Management VALUES(4470,'ManagementName-4470','ManagementDescription-4470');
INSERT INTO BES.Management VALUES(4471,'ManagementName-4471','ManagementDescription-4471');
INSERT INTO BES.Management VALUES(4472,'ManagementName-4472','ManagementDescription-4472');
INSERT INTO BES.Management VALUES(4473,'ManagementName-4473','ManagementDescription-4473');
INSERT INTO BES.Management VALUES(4474,'ManagementName-4474','ManagementDescription-4474');
INSERT INTO BES.Management VALUES(4475,'ManagementName-4475','ManagementDescription-4475');
INSERT INTO BES.Management VALUES(4476,'ManagementName-4476','ManagementDescription-4476');
INSERT INTO BES.Management VALUES(4477,'ManagementName-4477','ManagementDescription-4477');
INSERT INTO BES.Management VALUES(4478,'ManagementName-4478','ManagementDescription-4478');
INSERT INTO BES.Management VALUES(4479,'ManagementName-4479','ManagementDescription-4479');
INSERT INTO BES.Management VALUES(4480,'ManagementName-4480','ManagementDescription-4480');
INSERT INTO BES.Management VALUES(4481,'ManagementName-4481','ManagementDescription-4481');
INSERT INTO BES.Management VALUES(4482,'ManagementName-4482','ManagementDescription-4482');
INSERT INTO BES.Management VALUES(4483,'ManagementName-4483','ManagementDescription-4483');
INSERT INTO BES.Management VALUES(4484,'ManagementName-4484','ManagementDescription-4484');
INSERT INTO BES.Management VALUES(4485,'ManagementName-4485','ManagementDescription-4485');
INSERT INTO BES.Management VALUES(4486,'ManagementName-4486','ManagementDescription-4486');
INSERT INTO BES.Management VALUES(4487,'ManagementName-4487','ManagementDescription-4487');
INSERT INTO BES.Management VALUES(4488,'ManagementName-4488','ManagementDescription-4488');
INSERT INTO BES.Management VALUES(4489,'ManagementName-4489','ManagementDescription-4489');
INSERT INTO BES.Management VALUES(4490,'ManagementName-4490','ManagementDescription-4490');
INSERT INTO BES.Management VALUES(4491,'ManagementName-4491','ManagementDescription-4491');
INSERT INTO BES.Management VALUES(4492,'ManagementName-4492','ManagementDescription-4492');
INSERT INTO BES.Management VALUES(4493,'ManagementName-4493','ManagementDescription-4493');
INSERT INTO BES.Management VALUES(4494,'ManagementName-4494','ManagementDescription-4494');
INSERT INTO BES.Management VALUES(4495,'ManagementName-4495','ManagementDescription-4495');
INSERT INTO BES.Management VALUES(4496,'ManagementName-4496','ManagementDescription-4496');
INSERT INTO BES.Management VALUES(4497,'ManagementName-4497','ManagementDescription-4497');
INSERT INTO BES.Management VALUES(4498,'ManagementName-4498','ManagementDescription-4498');
INSERT INTO BES.Management VALUES(4499,'ManagementName-4499','ManagementDescription-4499');
INSERT INTO BES.Management VALUES(4500,'ManagementName-4500','ManagementDescription-4500');
INSERT INTO BES.Management VALUES(4501,'ManagementName-4501','ManagementDescription-4501');
INSERT INTO BES.Management VALUES(4502,'ManagementName-4502','ManagementDescription-4502');
INSERT INTO BES.Management VALUES(4503,'ManagementName-4503','ManagementDescription-4503');
INSERT INTO BES.Management VALUES(4504,'ManagementName-4504','ManagementDescription-4504');
INSERT INTO BES.Management VALUES(4505,'ManagementName-4505','ManagementDescription-4505');
INSERT INTO BES.Management VALUES(4506,'ManagementName-4506','ManagementDescription-4506');
INSERT INTO BES.Management VALUES(4507,'ManagementName-4507','ManagementDescription-4507');
INSERT INTO BES.Management VALUES(4508,'ManagementName-4508','ManagementDescription-4508');
INSERT INTO BES.Management VALUES(4509,'ManagementName-4509','ManagementDescription-4509');
INSERT INTO BES.Management VALUES(4510,'ManagementName-4510','ManagementDescription-4510');
INSERT INTO BES.Management VALUES(4511,'ManagementName-4511','ManagementDescription-4511');
INSERT INTO BES.Management VALUES(4512,'ManagementName-4512','ManagementDescription-4512');
INSERT INTO BES.Management VALUES(4513,'ManagementName-4513','ManagementDescription-4513');
INSERT INTO BES.Management VALUES(4514,'ManagementName-4514','ManagementDescription-4514');
INSERT INTO BES.Management VALUES(4515,'ManagementName-4515','ManagementDescription-4515');
INSERT INTO BES.Management VALUES(4516,'ManagementName-4516','ManagementDescription-4516');
INSERT INTO BES.Management VALUES(4517,'ManagementName-4517','ManagementDescription-4517');
INSERT INTO BES.Management VALUES(4518,'ManagementName-4518','ManagementDescription-4518');
INSERT INTO BES.Management VALUES(4519,'ManagementName-4519','ManagementDescription-4519');
INSERT INTO BES.Management VALUES(4520,'ManagementName-4520','ManagementDescription-4520');
INSERT INTO BES.Management VALUES(4521,'ManagementName-4521','ManagementDescription-4521');
INSERT INTO BES.Management VALUES(4522,'ManagementName-4522','ManagementDescription-4522');
INSERT INTO BES.Management VALUES(4523,'ManagementName-4523','ManagementDescription-4523');
INSERT INTO BES.Management VALUES(4524,'ManagementName-4524','ManagementDescription-4524');
INSERT INTO BES.Management VALUES(4525,'ManagementName-4525','ManagementDescription-4525');
INSERT INTO BES.Management VALUES(4526,'ManagementName-4526','ManagementDescription-4526');
INSERT INTO BES.Management VALUES(4527,'ManagementName-4527','ManagementDescription-4527');
INSERT INTO BES.Management VALUES(4528,'ManagementName-4528','ManagementDescription-4528');
INSERT INTO BES.Management VALUES(4529,'ManagementName-4529','ManagementDescription-4529');
INSERT INTO BES.Management VALUES(4530,'ManagementName-4530','ManagementDescription-4530');
INSERT INTO BES.Management VALUES(4531,'ManagementName-4531','ManagementDescription-4531');
INSERT INTO BES.Management VALUES(4532,'ManagementName-4532','ManagementDescription-4532');
INSERT INTO BES.Management VALUES(4533,'ManagementName-4533','ManagementDescription-4533');
INSERT INTO BES.Management VALUES(4534,'ManagementName-4534','ManagementDescription-4534');
INSERT INTO BES.Management VALUES(4535,'ManagementName-4535','ManagementDescription-4535');
INSERT INTO BES.Management VALUES(4536,'ManagementName-4536','ManagementDescription-4536');
INSERT INTO BES.Management VALUES(4537,'ManagementName-4537','ManagementDescription-4537');
INSERT INTO BES.Management VALUES(4538,'ManagementName-4538','ManagementDescription-4538');
INSERT INTO BES.Management VALUES(4539,'ManagementName-4539','ManagementDescription-4539');
INSERT INTO BES.Management VALUES(4540,'ManagementName-4540','ManagementDescription-4540');
INSERT INTO BES.Management VALUES(4541,'ManagementName-4541','ManagementDescription-4541');
INSERT INTO BES.Management VALUES(4542,'ManagementName-4542','ManagementDescription-4542');
INSERT INTO BES.Management VALUES(4543,'ManagementName-4543','ManagementDescription-4543');
INSERT INTO BES.Management VALUES(4544,'ManagementName-4544','ManagementDescription-4544');
INSERT INTO BES.Management VALUES(4545,'ManagementName-4545','ManagementDescription-4545');
INSERT INTO BES.Management VALUES(4546,'ManagementName-4546','ManagementDescription-4546');
INSERT INTO BES.Management VALUES(4547,'ManagementName-4547','ManagementDescription-4547');
INSERT INTO BES.Management VALUES(4548,'ManagementName-4548','ManagementDescription-4548');
INSERT INTO BES.Management VALUES(4549,'ManagementName-4549','ManagementDescription-4549');
INSERT INTO BES.Management VALUES(4550,'ManagementName-4550','ManagementDescription-4550');
INSERT INTO BES.Management VALUES(4551,'ManagementName-4551','ManagementDescription-4551');
INSERT INTO BES.Management VALUES(4552,'ManagementName-4552','ManagementDescription-4552');
INSERT INTO BES.Management VALUES(4553,'ManagementName-4553','ManagementDescription-4553');
INSERT INTO BES.Management VALUES(4554,'ManagementName-4554','ManagementDescription-4554');
INSERT INTO BES.Management VALUES(4555,'ManagementName-4555','ManagementDescription-4555');
INSERT INTO BES.Management VALUES(4556,'ManagementName-4556','ManagementDescription-4556');
INSERT INTO BES.Management VALUES(4557,'ManagementName-4557','ManagementDescription-4557');
INSERT INTO BES.Management VALUES(4558,'ManagementName-4558','ManagementDescription-4558');
INSERT INTO BES.Management VALUES(4559,'ManagementName-4559','ManagementDescription-4559');
INSERT INTO BES.Management VALUES(4560,'ManagementName-4560','ManagementDescription-4560');
INSERT INTO BES.Management VALUES(4561,'ManagementName-4561','ManagementDescription-4561');
INSERT INTO BES.Management VALUES(4562,'ManagementName-4562','ManagementDescription-4562');
INSERT INTO BES.Management VALUES(4563,'ManagementName-4563','ManagementDescription-4563');
INSERT INTO BES.Management VALUES(4564,'ManagementName-4564','ManagementDescription-4564');
INSERT INTO BES.Management VALUES(4565,'ManagementName-4565','ManagementDescription-4565');
INSERT INTO BES.Management VALUES(4566,'ManagementName-4566','ManagementDescription-4566');
INSERT INTO BES.Management VALUES(4567,'ManagementName-4567','ManagementDescription-4567');
INSERT INTO BES.Management VALUES(4568,'ManagementName-4568','ManagementDescription-4568');
INSERT INTO BES.Management VALUES(4569,'ManagementName-4569','ManagementDescription-4569');
INSERT INTO BES.Management VALUES(4570,'ManagementName-4570','ManagementDescription-4570');
INSERT INTO BES.Management VALUES(4571,'ManagementName-4571','ManagementDescription-4571');
INSERT INTO BES.Management VALUES(4572,'ManagementName-4572','ManagementDescription-4572');
INSERT INTO BES.Management VALUES(4573,'ManagementName-4573','ManagementDescription-4573');
INSERT INTO BES.Management VALUES(4574,'ManagementName-4574','ManagementDescription-4574');
INSERT INTO BES.Management VALUES(4575,'ManagementName-4575','ManagementDescription-4575');
INSERT INTO BES.Management VALUES(4576,'ManagementName-4576','ManagementDescription-4576');
INSERT INTO BES.Management VALUES(4577,'ManagementName-4577','ManagementDescription-4577');
INSERT INTO BES.Management VALUES(4578,'ManagementName-4578','ManagementDescription-4578');
INSERT INTO BES.Management VALUES(4579,'ManagementName-4579','ManagementDescription-4579');
INSERT INTO BES.Management VALUES(4580,'ManagementName-4580','ManagementDescription-4580');
